100,113,113,113,113,113,113,100,100,100,100,113,113,113,113,113,113,113,113,113,113,113,113,100,100,100,100,113,113,113,113,113,113,100
112,0,0,0,0,0,0,114,100,100,112,0,0,0,0,0,0,0,0,0,0,0,0,114,100,100,112,0,0,0,0,0,0,114
112,0,0,0,0,0,0,114,100,100,112,0,0,0,0,0,0,0,0,0,0,0,0,114,100,100,112,0,0,0,0,0,0,114
112,0,0,0,0,0,0,114,100,100,112,0,0,0,0,0,0,0,0,0,0,0,0,114,100,100,112,0,0,0,0,0,0,114
112,0,0,0,0,0,0,114,100,100,112,0,0,0,0,0,0,0,0,0,0,0,0,114,100,100,112,0,0,0,0,0,0,114
112,0,0,0,0,0,0,114,100,100,112,0,0,0,124,111,4,4,111,121,0,0,0,114,100,100,112,0,0,0,0,0,0,114
112,0,0,0,124,111,111,100,100,100,112,0,0,0,123,113,100,100,113,122,0,0,0,114,100,100,100,111,111,121,0,0,0,114
112,0,0,0,123,113,113,100,100,100,112,0,0,0,0,0,114,112,0,0,0,0,0,114,100,100,100,113,113,122,0,0,0,114
112,0,0,0,0,0,0,114,100,100,112,0,0,0,0,0,114,112,0,0,0,0,0,114,100,100,112,0,0,0,0,0,0,114
112,0,0,0,0,0,0,114,100,100,100,111,121,0,0,0,114,112,0,0,0,124,111,100,100,100,112,0,0,0,0,0,0,114
100,111,111,121,0,0,0,123,113,113,113,113,122,0,0,0,114,112,0,0,0,123,113,113,113,113,122,0,0,0,124,111,111,100
100,113,113,122,0,0,0,0,0,0,0,0,0,0,0,0,114,112,0,0,0,0,0,0,0,0,0,0,0,0,123,113,113,100
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
112,0,0,0,0,0,0,0,0,0,0,0,0,0,124,111,100,100,111,121,0,0,0,0,0,0,0,0,0,0,0,0,0,114
112,0,0,0,124,111,111,111,2,2,121,0,0,0,123,113,100,100,113,122,0,0,0,124,3,3,111,111,111,121,0,0,0,114
112,0,0,0,123,113,113,100,100,100,112,0,0,0,0,0,114,112,0,0,0,0,0,114,100,100,100,113,113,122,0,0,0,114
112,0,0,0,0,0,0,114,100,100,112,0,0,0,0,0,114,112,0,0,0,0,0,114,100,100,112,0,0,0,0,0,0,114
112,0,0,0,0,0,0,114,100,100,100,111,121,0,0,0,114,112,0,0,0,124,111,100,100,100,112,0,0,0,0,0,0,114
100,111,111,121,0,0,0,114,100,100,100,113,122,0,0,0,114,112,0,0,0,123,113,100,100,100,112,0,0,0,124,111,111,100
100,113,113,122,0,0,0,114,100,100,112,0,0,0,0,0,114,112,0,0,0,0,0,114,100,100,112,0,0,0,123,113,113,100
112,0,0,0,0,0,0,123,113,113,122,0,0,0,0,0,114,112,0,0,0,0,0,123,113,113,122,0,0,0,0,0,0,114
112,0,0,0,0,0,0,0,0,0,0,0,0,0,124,111,100,100,111,121,0,0,0,0,0,0,0,0,0,0,0,0,0,114
112,0,0,0,124,121,0,0,0,0,0,0,0,0,114,100,100,100,100,112,0,0,0,0,0,0,0,0,124,121,0,0,0,114
100,111,111,111,100,100,111,111,111,111,111,111,111,111,100,100,100,100,100,100,111,111,111,111,111,111,111,111,100,100,111,111,111,100
100,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,100
